id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Bluezz LR - Concentrate [Snickle Fritz],Bluezz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Bluezz LR,,Concentrate,,,,,"(Live Resin) - Blue Dream x OG Kush (Flavors: Blueberry, Lemon, Sweet & Sour), (Effects:  Creative, Euphoria & Happy)",,,,,,,,,,,,,,,,,,,
,Bone Collector - Concentrate [Snickle Fritz],Bone Collector - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Bone Collector,,Concentrate,,,,,"MAC x Cow God (Flavors: Earthy, Minty, & Citrus) - (Effects: Creative, Relaxed, & Focused)",,,,,,,,,,,,,,,,,,,
,Bone Collector LR - Concentrate [Snickle Fritz],Bone Collector LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Bone Collector LR,,Concentrate,,,,,"(Live Resin) - MAC x Cow God (Flavors: Earthy, Minty, & Citrus) - (Effects: Creative, Relaxed, & Focused)",,,,,,,,,,,,,,,,,,,
,Cenex LR - Concentrate [Snickle Fritz],Cenex LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cenex LR,,Concentrate,,,,,"(Live Resin) - Cinderella 99 x Vortex (Flavors: Nutty, Peppery, Citrus & Earthy), (Effects: Focused, Energetic & Creative)",,,,,,,,,,,,,,,,,,,
,Cereal Milk LR - Concentrate [Snickle Fritz],Cereal Milk LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cereal Milk LR,,Concentrate,,,,,"(Live Resin) - Y-Life x Snowman (Flavors: Creamy, Earthy & Nutty), (Effects: Giggly, Mellow & Relaxing)",,,,,,,,,,,,,,,,,,,
,Cheetah Piss LR - Concentrate [Snickle Fritz],Cheetah Piss LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cheetah Piss LR,,Concentrate,,,,,"(Live Resin) - (Lemonade x Gelato 42) x London Pound Cake (Flavors: Creamy, Lemon & Diesel), (Effects: Sociable, Mellow & Uplifting)",,,,,,,,,,,,,,,,,,,
,Cheetah Piss x Donny Burger LR - Concentrate [Snickle Fritz],Cheetah Piss x Donny Burger LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cheetah Piss x Donny Burger LR,,Concentrate,,,,,"(Flavors: Diesel, Galic, Sour & Citrus), (Effects: Relaxing, Uplifitng & Mellow)",,,,,,,,,,,,,,,,,,,
,Cow God x Redneck Wedding LR - Concentrate [Snickle Fritz],Cow God x Redneck Wedding LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cow God x Redneck Wedding LR,,Concentrate,,,,,"(Flavors: Nutty, Coffe, Citrus & Earthy), (Effects: Drowsy, Relaxing & Hungy)",,,,,,,,,,,,,,,,,,,
,Cough Trop LR - Concentrate [Snickle Fritz],Cough Trop LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Cough Trop LR,,Concentrate,,,,,"(Live Resin) - Northern Lights #5 x Haze (Flavors: Pine, Diesel & Nutty), (Effects: Aroused, Focused & Energetic)",,,,,,,,,,,,,,,,,,,
,Dirty Little Secret LR - Concentrate [Snickle Fritz],Dirty Little Secret LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dirty Little Secret LR,,Concentrate,,,,,"(Live Resin) -  GMO x Secret OG (Flavors: Creamy, Peppery & Earthy), (Effects: Calming, Hungry & Drowsy)",,,,,,,,,,,,,,,,,,,
,Dirty Martini LR - Concentrate [Snickle Fritz],Dirty Martini LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dirty Martini LR,,Concentrate,,,,,"(Live Resin) - Kush Mintz x Grape Cream Cake (Flavors: Berry, Sweet & Spicy), (Effects: Giggly, Euphoria & Creative)",,,,,,,,,,,,,,,,,,,
,Donny Burger LR - Concentrate [Snickle Fritz],Donny Burger LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Donny Burger LR,,Concentrate,,,,,"(Live Resin) - GMO x Han Solo Burger (Flavors: Peppery, Sweet, Spicy & Citrus), (Effects: Hungry, Euphoria & Uplifting)",,,,,,,,,,,,,,,,,,,
,Donny Burger x Garlic Juice LR - Concentrate [Snickle Fritz],Donny Burger x Garlic Juice LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Donny Burger x Garlic Juice LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Earthy, Nutty & Coffee), (Effects: Hungry, Drowsy & Mellow)",,,,,,,,,,,,,,,,,,,
,Double OG Chem LR - Concentrate [Snickle Fritz],Double OG Chem LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Double OG Chem LR,,Concentrate,,,,,"(Live Resin) -  GMO x (OG Chem x Trophy Wife) (Flavors: Pine, Spicy & Minty), (Effects: Sociable, Hungry & Drowsy)",,,,,,,,,,,,,,,,,,,
,Dream Beaver LR - Concentrate [Snickle Fritz],Dream Beaver LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dream Beaver LR,,Concentrate,,,,,"(Live Resin) - Dirty Hippy x Appalachia (Flavors: Pine, Woody, Peppery & Sweet), (Effects: Sociable, Uplifting, Giggly & Mellow)",,,,,,,,,,,,,,,,,,,
,Dream Fog LR - Concentrate [Snickle Fritz],Dream Fog LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dream Fog LR,,Concentrate,,,,,"(Live Resin) -  Blue Dream x Ocean Beach Haze (Flavors: Earthy, Sweet & Peppery), (Effects: Creative, Focused & Mellow)",,,,,,,,,,,,,,,,,,,
,Durban Diva - Concentrate [Snickle Fritz],Durban Diva - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Durban Diva,,Concentrate,,,,,"Grape Durbs x Trophy Wife (Flavors: Grape, Sweet, Diesel & Earthy) - (Effects: Calming, Relaxing, & Sociable)",,,,,,,,,,,,,,,,,,,
,Durban Diva LR - Concentrate [Snickle Fritz],Durban Diva LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Durban Diva LR,,Concentrate,,,,,"(Live Resin) - Grape Durbs x Trophy Wife (Flavors: Grape, Sweet, Diesel & Earthy) - (Effects: Calming, Relaxing, & Sociable)",,,,,,,,,,,,,,,,,,,
,Dutch Delight - Concentrate [Snickle Fritz],Dutch Delight - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dutch Delight,,Concentrate,,,,,"Dutch Treat x Trophy Wife (Flavors: Citrus, Pine, & Peppery) - (Effects: Euphoric, Hungry, & Sociable)",,,,,,,,,,,,,,,,,,,
,Dutch Treat - Concentrate [Snickle Fritz],Dutch Treat - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Dutch Treat,,Concentrate,,,,,"(Northern Lights x Haze) x Skunk - (Flavors: Pine, Woody, & Sweet) - (Effects: Creative, Euphoric, & Relaxing)",,,,,,,,,,,,,,,,,,,
,Forbidden Fruit LR - Concentrate [Snickle Fritz],Forbidden Fruit LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Forbidden Fruit LR,,Concentrate,,,,,"(Live Resin) - Tangie x Cherry Pie (Flavors: Berry, Lemon & Earthy), (Effects: Calming, Relaxing & Euphoria)",,,,,,,,,,,,,,,,,,,
,G6 LR - Concentrate [Snickle Fritz],G6 LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,G6 LR,,Concentrate,,,,,"(Live Resin) - Jet Fuel Gelato x Trophy Wife (Flavors: Pine, Sweet, & Diesel) - (Effects: Uplifting, Calming, & Laughter)",,,,,,,,,,,,,,,,,,,
,Garlic Juice LR - Concentrate [Snickle Fritz],Garlic Juice LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Garlic Juice LR,,Concentrate,,,,,"(Live Resin) - GMO x Papaya (Flavors: Pine, Peppery, Woody & Spicy), (Effects: Hungry, Happy & Uplifting)",,,,,,,,,,,,,,,,,,,
,Gary Payton LR - Concentrate [Snickle Fritz],Gary Payton LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Gary Payton LR,,Concentrate,,,,,"(Live Resin) - Snowman x The Y (Flavors: Peppery, Sweet, Nuttty & Earthy), (Effects: Relaxing, Uplifting & Happy)",,,,,,,,,,,,,,,,,,,
,Gelato LR - Concentrate [Snickle Fritz],Gelato LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Gelato LR,,Concentrate,,,,,"(Live Resin) - Sunset Sherbert x GSC Thin Mint - (Flavors: Citrus, Lavender, & Woody), (Effects: Creative, Relaxing, & Hungry)",,,,,,,,,,,,,,,,,,,
,God's Gift LR - Concentrate [Snickle Fritz],God's Gift LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,God's Gift LR,,Concentrate,,,,,"(Live Resin) - Grand Daddy Purple x OG Kush (Flavors: Sweet, Woody, Earthy & Spicy), (Effects: Relaxing, Drowsy & Happy)",,,,,,,,,,,,,,,,,,,
,Golden Pineapple LR - Concentrate [Snickle Fritz],Golden Pineapple LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Golden Pineapple LR,,Concentrate,,,,,"(Live Resin) - Golden Goat x Pineapple Kush (Flavors: Fruity, Citrus, Sweet& Sour) - (Effects: Creative, Euphoria, & Relaxing)",,,,,,,,,,,,,,,,,,,
,Golden Ticket - Concentrate [Snickle Fritz],Golden Ticket - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Golden Ticket,,Concentrate,,,,,"Citral Spodie x Wonka Bars (Flavors: Citrus, Lemon & Lime), (Effects: Creative, Euphoria, & Sociable)",,,,,,,,,,,,,,,,,,,
,Golden Ticket LR - Concentrate [Snickle Fritz],Golden Ticket LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Golden Ticket LR,,Concentrate,,,,,"(Live Resin) - Citral Spodie x Wonka Bars (Flavors: Citrus, Lemon & Lime), (Effects: Creative, Euphoria, & Sociable)",,,,,,,,,,,,,,,,,,,
,Good Ol' Fashion - Concentrate [Snickle Fritz],Good Ol' Fashion - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Good Ol' Fashion,,Concentrate,,,,,"Terpee Slurpee x Trophy Wife (Flavors: Citrus, Fruity, Sweet & Sour) , (Effects: Euphoria, Calming & Relaxing)",,,,,,,,,,,,,,,,,,,
,Grape OG LR - Concentrate [Snickle Fritz],Grape OG LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Grape OG LR,,Concentrate,,,,,"(Live Resin) - Grape Romulan x Tahoe OG (Flavors: Grape, Citrus & Earthy), (Effects: Happy, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,GSC x Black Lime Reserve LR - Concentrate [Snickle Fritz],GSC x Black Lime Reserve LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,GSC x Black Lime Reserve LR,,Concentrate,,,,,"(Flavors: Citrus, Peppery, Herbal & Earthy), (Effects: Uplifting, Relaxing & Hungry)",,,,,,,,,,,,,,,,,,,
,Head Space LR - Concentrate [Snickle Fritz],Head Space LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Head Space LR,,Concentrate,,,,,"(Live Resin) - Maui Wowie x Orange Zkittlez (Flavors: Lavender, Citrus & Herbal), (Effects: Aroused, Euphoria, Sociable, Tingly & Uplifting)",,,,,,,,,,,,,,,,,,,
,High Life LR - Concentrate [Snickle Fritz],High Life LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,High Life LR,,Concentrate,,,,,"(Live Resin) - Seattle Sour Kush x Trophy Wife (Flavors: Pine, Sweet & Berry), (Effects: (Calming, Hungry & Uplifting)",,,,,,,,,,,,,,,,,,,
,Ice Cream Cake - Concentrate [Snickle Fritz],Ice Cream Cake - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Ice Cream Cake,,Concentrate,,,,,"Wedding Cake x Gelato #33 (Flavors: Cheesy, Creamy, Nutty & Sweet) - (Effects: Hungry, Drowsy, & Uplifting)",,,,,,,,,,,,,,,,,,,
,Ice Cream Cake LR - Concentrate [Snickle Fritz],Ice Cream Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Ice Cream Cake LR,,Concentrate,,,,,"(Live Resin) - Wedding Cake x Gelato #33 (Flavors: Cheesy, Creamy, Nutty & Sweet) - (Effects: Hungry, Drowsy, & Uplifting)",,,,,,,,,,,,,,,,,,,
,Ice Cream Man LR - Concentrate [Snickle Fritz],Ice Cream Man LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Ice Cream Man LR,,Concentrate,,,,,"(Live Resin) - Nooner x Trophy Wife (Flavor: Berry, Herbal, & Peppery) - (Effects: Aroused, Creative, & Euphoria)",,,,,,,,,,,,,,,,,,,
,Inzane in the Membrane LR - Concentrate [Snickle Fritz],Inzane in the Membrane LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Inzane in the Membrane LR,,Concentrate,,,,,"(Live Resin) - Super Lemon Haze x Forbidden Fruit x Ghost Train Haze x Citral Glue  (Flavors: Lemon, Citrus & Lime), (Effects: Sociable, Energetic & Uplifting)",,,,,,,,,,,,,,,,,,,
,Jack & Jill LR - Concentrate [Snickle Fritz],Jack & Jill LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Jack & Jill LR,,Concentrate,,,,,"(Live Resin) - Jack Herer x Trophy Wife (Flavors: Ammonia, Tree Fruit, & Tropical) - (Effects: Energetic, Creative, & Uplifting)",,,,,,,,,,,,,,,,,,,
,Jack Herer LR - Concentrate [Snickle Fritz],Jack Herer LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Jack Herer LR,,Concentrate,,,,,"(Live Resin) - Northern Lights x Shiva Skunk x Haze (Flavors: Lemon, Orange & Sour), (Effects: Creative, Euphoria, Focus & Sociable)",,,,,,,,,,,,,,,,,,,
,Jack Herer x OG Chem - Concentrate [Snickle Fritz],Jack Herer x OG Chem - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Jack Herer x OG Chem,,Concentrate,,,,,"(Flavors: Pine, Sweet & Earthy), (Effects: Energetic, Sociable & Creative)",,,,,,,,,,,,,,,,,,,
,Kings Blend LR - Concentrate [Snickle Fritz],Kings Blend LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Kings Blend LR,,Concentrate,,,,,"(Live Resin) - Headband x OG Kush x Sour Diesel (Flavors: Diesel, Lemon & Sour), (Effects: Uplifting, Creative & Giggly)",,,,,,,,,,,,,,,,,,,
,London Pound Cake LR - Concentrate [Snickle Fritz],London Pound Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,London Pound Cake LR,,Concentrate,,,,,"(Live Resin) - Sunset Sherbet x Unknown (Flavors: Vanilla, Sweet, Lemon & Earthy), (Effects: Hungry, Relaxing & Mellow)",,,,,,,,,,,,,,,,,,,
,London Pound Mintz x Future LR - Concentrate [Snickle Fritz],London Pound Mintz x Future LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,London Pound Mintz x Future LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Diesel, Fruity, Sweet & Spicy), (Effects: Relaxing, Creative & Uplifting)",,,,,,,,,,,,,,,,,,,
,MAC - Concentrate [Snickle Fritz],MAC - Concentrate [Snickle Fritz],true,,Snickle Fritz,,MAC,,Concentrate,,,,,"Colombian Gold x Starfighter x Alien Cookies (Flavor: Citrus, Diesel, Sour, Spicy & Sweet), (Effects: Creative, Euphoria & Happy)",,,,,,,,,,,,,,,,,,,
,MAC LR - Concentrate [Snickle Fritz],MAC LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,MAC LR,,Concentrate,,,,,"(Live Resin) - Colombian Gold x Starfighter x Alien Cookies (Flavor: Citrus, Diesel, Sour, Spicy & Sweet), (Effects: Creative, Euphoria & Happy)",,,,,,,,,,,,,,,,,,,
,MAC Stomper - Concentrate [Snickle Fritz],MAC Stomper - Concentrate [Snickle Fritz],true,,Snickle Fritz,,MAC Stomper,,Concentrate,,,,,"MAC x Grape Stomper (Flavors: Berry, Sweet & Sour), (Effects: Euphoria, Drowsy & Uplifting)",,,,,,,,,,,,,,,,,,,
,MAC Stomper LR - Concentrate [Snickle Fritz],MAC Stomper LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,MAC Stomper LR,,Concentrate,,,,,"(Live Resin) - MAC x Grape Stomper (Flavors: Berry, Sweet & Sour), (Effects: Euphoria, Drowsy & Uplifting)",,,,,,,,,,,,,,,,,,,
,Melonade LR - Concentrate [Snickle Fritz],Melonade LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Melonade LR,,Concentrate,,,,,"(Live Resin) - Watermelon Zkittlez x Lemon Tree (Flavors: Sour, Citrus, Earthy & Herbal), (Effects: Calming, Creative, Uplifting & Focused)",,,,,,,,,,,,,,,,,,,
,Mimosa LR - Concentrate [Snickle Fritz],Mimosa LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Mimosa LR,,Concentrate,,,,,"(Live Resin) - Clementine x Purple Punch (Flavors: Citrus, Sour & Woody), (Effects: Uplifting, Relaxing & Focused)",,,,,,,,,,,,,,,,,,,
,Montana Silvertip LR - Concentrate [Snickle Fritz],Montana Silvertip LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Montana Silvertip LR,,Concentrate,,,,,"(Live Resin) - Granddaddy Purple x Silvertip (Flavors: Berry, Pine & Earthy), (Effects: Happy, Uplifting & Body High)",,,,,,,,,,,,,,,,,,,
,Motorbreath #15 x Nitro Cake LR - Concentrate [Snickle Fritz],Motorbreath #15 x Nitro Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Motorbreath #15 x Nitro Cake LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Sweet, Woody & Pine), (Effects: Mellow, Happy & Creative)",,,,,,,,,,,,,,,,,,,
,Nitro Cake LR - Concentrate [Snickle Fritz],Nitro Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Nitro Cake LR,,Concentrate,,,,,"(Live Resin) - Ice Cream Cake x Weird Science (Flavors: Diesel, Nutty, Pine, Sweet & Sour), (Effects: Creative, Euphoria & Tranquility)",,,,,,,,,,,,,,,,,,,
,Octane LR - Concentrate [Snickle Fritz],Octane LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Octane LR,,Concentrate,,,,,"(Live Resin) - Sour Dubb x Topanga Canyon OG x Acai (Flavors: Woody, Lemon, Piney), (Effects: Drowsy, Uplifting & Focus)",,,,,,,,,,,,,,,,,,,
,Octane x Sour Banana Sherbet LR - Concentrate [Snickle Fritz],Octane x Sour Banana Sherbet LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Octane x Sour Banana Sherbet LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Sour, Pine, Diesel & Earthy), (Effects: Uplifting, Energetic & Sociable)",,,,,,,,,,,,,,,,,,,
,OG Chem - Concentrate [Snickle Fritz],OG Chem - Concentrate [Snickle Fritz],true,,Snickle Fritz,,OG Chem,,Concentrate,,,,,"Chemdawg x SFV OG Kush (Flavors: Diesel, Pine & Hash), (Effects: Creative, Sociable, & Euphoria), (Aromas: Sour, Pine & Diesel)",,,,,,,,,,,,,,,,,,,
,OG Chem LR - Concentrate [Snickle Fritz],OG Chem LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,OG Chem LR,,Concentrate,,,,,"Chemdawg x SFV OG Kush (Flavors: Diesel, Pine & Hash), (Effects: Creative, Sociable, & Euphoria), (Aromas: Sour, Pine & Diesel) Live Resin",,,,,,,,,,,,,,,,,,,
,Orange Creamsavers LR - Concentrate [Snickle Fritz],Orange Creamsavers LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Orange Creamsavers LR,,Concentrate,,,,,Orange Valley OG x Cookies & Cream. Live Resin,,,,,,,,,,,,,,,,,,,
,Orange Diesel LR - Concentrate [Snickle Fritz],Orange Diesel LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Orange Diesel LR,,Concentrate,,,,,"Sour Diesel x Agent Orange (Flavors: Orange, Citrus & Diesel), (Effects: Sociable, Focus & Euphoria), (Aromas: Citrus, Diesel, Pungent & Sweet)",,,,,,,,,,,,,,,,,,,
,Orange Zkittlez LR - Concentrate [Snickle Fritz],Orange Zkittlez LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Orange Zkittlez LR,,Concentrate,,,,,"(Live Resin) - Agent Orange x Zkittlez (Flavors: Citrus, Orange & Earthy), (Effects: Uplifting, Calming & Relaxing)",,,,,,,,,,,,,,,,,,,
,Papaya Banana x Strawberry Banana LR - Concentrate [Snickle Fritz],Papaya Banana x Strawberry Banana LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Papaya Banana x Strawberry Banana LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Papaya Cake LR - Concentrate [Snickle Fritz],Papaya Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Papaya Cake LR,,Concentrate,,,,,"Wedding Cake x Papaya (Flavors: Creamy, Sweet, Sour, & Spicy), (Effects: Hungry, Drowsy & Calming), (Aromas: Citrus, Lemons, Earthy & Tropical) Live Resin",,,,,,,,,,,,,,,,,,,
,Pomelo LR - Concentrate [Snickle Fritz],Pomelo LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Pomelo LR,,Concentrate,,,,,Forum Girl Scout Cookies x Mandarin Sunset. Live Resin,,,,,,,,,,,,,,,,,,,
,Purple Punch LR - Concentrate [Snickle Fritz],Purple Punch LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Purple Punch LR,,Concentrate,,,,,"Granddaddy Purple x Larry OG (Flavors: Candy, Grapes, & Sweet Vanilla) - (Effects: Euphoria, Hungry, Drowsy, & Uplifting) - (Aromas: Earthy, Grapes, Herbal & Sweet) Live Resin",,,,,,,,,,,,,,,,,,,
,Purple Punch x Cherry Temple LR - Concentrate [Snickle Fritz],Purple Punch x Cherry Temple LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Purple Punch x Cherry Temple LR,,Concentrate,,,,,Purple Punch x Cherry Temple. Live Resin,,,,,,,,,,,,,,,,,,,
,Rainbow Runtz LR - Concentrate [Snickle Fritz],Rainbow Runtz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Rainbow Runtz LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Redneck Runtz - Concentrate [Snickle Fritz],Redneck Runtz - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Redneck Runtz,,Concentrate,,,,,"Nooner x Redneck Wedding (Flavors: Coffee, Nutty & Sweet), (Effects: Aroused, Laughter & Uplifting), (Aromas: Earthy, Citrus, Peppery & Skunky)",,,,,,,,,,,,,,,,,,,
,RS-11 x Starcakes LR - Concentrate [Snickle Fritz],RS-11 x Starcakes LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,RS-11 x Starcakes LR,,Concentrate,,,,,Rainbow Sherbert #11 x Starcakes. Live Resin,,,,,,,,,,,,,,,,,,,
,Runaway Bride LR - Concentrate [Snickle Fritz],Runaway Bride LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Runaway Bride LR,,Concentrate,,,,,"GG4 x Trophy Wife (Flavors: Lemon, Grape , Sweet & Sour), (Effects: Aroused, Creative, Focus & Euphoria), (Aromas: Earthy, Skunky & Sour) Live Resin",,,,,,,,,,,,,,,,,,,
,Secret Cookies x Kush Mintz LR - Concentrate [Snickle Fritz],Secret Cookies x Kush Mintz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Secret Cookies x Kush Mintz LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Secret Snax LR - Concentrate [Snickle Fritz],Secret Snax LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Secret Snax LR,,Concentrate,,,,,Panda Snax x Secret OG. Live Resin,,,,,,,,,,,,,,,,,,,
,Sherb Mintz LR - Concentrate [Snickle Fritz],Sherb Mintz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sherb Mintz LR,,Concentrate,,,,,"Kush Mintz x Sunset Sherbet (Flavors: Sweet, Mint & Lime), (Effects: Drowsy, Creative & Happy), (Aromas: Sour, Pine & Earthy) Live Resin",,,,,,,,,,,,,,,,,,,
,Sour Blue Face LR - Concentrate [Snickle Fritz],Sour Blue Face LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sour Blue Face LR,,Concentrate,,,,,"Heavy Duty Fruity x ASD x Blue Fire (Flavors: Diesel, Berry, & Pine), (Effects: Hungry, Uplifting & Sociable), (Aromas: Diesel, Pungent, Earthy & Spicy) Live Resin",,,,,,,,,,,,,,,,,,,
,Sour Diesel x Kush Mintz - Concentrate [Snickle Fritz],Sour Diesel x Kush Mintz - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sour Diesel x Kush Mintz,,Concentrate,,,,,Sour Diesel x Kush Mintz,,,,,,,,,,,,,,,,,,,
,Space Jam LR - Concentrate [Snickle Fritz],Space Jam LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Space Jam LR,,Concentrate,,,,,Vino OG x Trophy Wife. Live Resin,,,,,,,,,,,,,,,,,,,
,Space Queen LR - Concentrate [Snickle Fritz],Space Queen LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Space Queen LR,,Concentrate,,,,,"Cinderella 99 x Romulan (Flavors: Tropical, Herbal & Earthy), (Effects: Creative, Happy & Relaxing), (Aromas: Earthy, Pine & Citrus) Live Resin",,,,,,,,,,,,,,,,,,,
,Star Pebbles LR - Concentrate [Snickle Fritz],Star Pebbles LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Star Pebbles LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Starfruit OG LR - Concentrate [Snickle Fritz],Starfruit OG LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Starfruit OG LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Strawberries & Cream LR - Concentrate [Snickle Fritz],Strawberries & Cream LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strawberries & Cream LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Strawberry Cough LR - Concentrate [Snickle Fritz],Strawberry Cough LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strawberry Cough LR,,Concentrate,,,,,,,,,,,,,,,,,,,,,,,,
,Strawberry Shortcake LR - Concentrate [Snickle Fritz],Strawberry Shortcake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strawberry Shortcake LR,,Concentrate,,,,,White Wookie x The White. Live Resin,,,,,,,,,,,,,,,,,,,
